CONGLOME,VIVIENDA,HOGAR,CODPERSO,GENERO,EDAD,FACTOR_EXPANSION,NIVEL_EDUCATIVO,TIENE_BILLETERA,USA_BILLETERA,TIENE_BILLETERA_ALT_E10,TIENE_BILLETERA_ALT_E6,USA_BILLETERA_ALT_H6,BANCO_PREVIO,FORMAL,OCUPADO,UBIGEO,ESTRATO,DOMINIO,INTERNET_HOGAR,SMARTPHONE,INGHOG2D,GASHOG2D,MIEPERHO,POBREZA,INGRESO_PC,DPTO
15530,88,11,4,2.0,38.0,908.426940917969,10.0,0,0,1.0,1.0,1.0,0,1,1.0,40129,1,6,0,1,49060.4765625,17757.79296875,4,2,12265.119140625,4
15530,105,11,1,1.0,56.0,908.426940917969,6.0,1,0,1.0,1.0,1.0,0,0,1.0,40129,1,6,0,1,63495.72265625,50412.421875,4,3,15873.9306640625,4
15530,105,11,2,2.0,55.0,908.426940917969,4.0,1,1,1.0,0.0,1.0,1,1,1.0,40129,1,6,0,1,63495.72265625,50412.421875,4,3,15873.9306640625,4
15530,105,11,3,1.0,36.0,908.426940917969,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40129,1,6,0,1,63495.72265625,50412.421875,4,3,15873.9306640625,4
15530,105,11,4,2.0,79.0,908.426940917969,1.0,0,0,1.0,1.0,1.0,0,0,1.0,40129,1,6,0,1,63495.72265625,50412.421875,4,3,15873.9306640625,4
15530,123,11,1,2.0,47.0,908.426940917969,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,94221.9375,53692.21875,3,3,31407.3125,4
15530,123,11,2,1.0,44.0,908.426940917969,9.0,0,0,1.0,0.0,1.0,1,1,1.0,40129,1,6,1,1,94221.9375,53692.21875,3,3,31407.3125,4
15530,123,11,3,1.0,22.0,908.426940917969,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,94221.9375,53692.21875,3,3,31407.3125,4
15531,11,11,1,1.0,78.0,276.81689453125,5.0,0,0,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,45600.35546875,29645.40625,3,3,15200.118489583334,4
15531,11,11,2,2.0,76.0,276.81689453125,3.0,0,0,1.0,1.0,1.0,0,0,0.0,40104,1,6,1,1,45600.35546875,29645.40625,3,3,15200.118489583334,4
15531,11,11,3,1.0,50.0,276.81689453125,8.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,45600.35546875,29645.40625,3,3,15200.118489583334,4
15531,30,11,1,2.0,56.0,276.81689453125,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,32795.0,73891.234375,5,3,6559.0,4
15531,30,11,2,1.0,49.0,276.81689453125,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40104,1,6,1,1,32795.0,73891.234375,5,3,6559.0,4
15531,30,11,3,1.0,26.0,276.81689453125,6.0,0,1,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,32795.0,73891.234375,5,3,6559.0,4
15531,30,11,4,2.0,22.0,276.81689453125,9.0,0,1,1.0,1.0,1.0,1,0,0.0,40104,1,6,1,1,32795.0,73891.234375,5,3,6559.0,4
15531,30,11,5,2.0,20.0,276.81689453125,9.0,0,1,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,32795.0,73891.234375,5,3,6559.0,4
15531,49,11,1,1.0,51.0,276.81689453125,8.0,1,1,0.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,27067.0,15903.078125,1,3,27067.0,4
15531,67,11,1,1.0,82.0,276.81689453125,4.0,0,0,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,56111.59765625,63186.39453125,4,3,14027.8994140625,4
15531,67,11,2,2.0,61.0,276.81689453125,4.0,1,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,56111.59765625,63186.39453125,4,3,14027.8994140625,4
15531,67,11,3,1.0,38.0,276.81689453125,5.0,0,0,1.0,1.0,1.0,0,0,0.0,40104,1,6,1,1,56111.59765625,63186.39453125,4,3,14027.8994140625,4
15531,67,11,4,1.0,20.0,276.81689453125,6.0,0,1,1.0,1.0,1.0,1,0,0.0,40104,1,6,1,1,56111.59765625,63186.39453125,4,3,14027.8994140625,4
15531,86,11,1,2.0,36.0,276.81689453125,6.0,1,1,1.0,0.0,1.0,1,1,1.0,40104,1,6,1,1,22937.30078125,20386.533203125,4,3,5734.3251953125,4
15531,86,11,2,1.0,16.0,276.81689453125,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40104,1,6,1,1,22937.30078125,20386.533203125,4,3,5734.3251953125,4
15531,86,11,3,2.0,13.0,276.81689453125,5.0,0,0,,,,0,0,,40104,1,6,1,1,22937.30078125,20386.533203125,4,3,5734.3251953125,4
15531,86,11,4,2.0,6.0,276.81689453125,3.0,0,0,,,,0,0,,40104,1,6,1,1,22937.30078125,20386.533203125,4,3,5734.3251953125,4
15531,125,11,1,1.0,62.0,276.81689453125,5.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,82306.578125,57176.75,6,3,13717.763020833334,4
15531,125,11,2,2.0,51.0,276.81689453125,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,82306.578125,57176.75,6,3,13717.763020833334,4
15531,125,11,3,2.0,31.0,276.81689453125,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,82306.578125,57176.75,6,3,13717.763020833334,4
15531,125,11,4,2.0,27.0,276.81689453125,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,82306.578125,57176.75,6,3,13717.763020833334,4
15531,125,11,5,2.0,19.0,276.81689453125,9.0,0,0,1.0,1.0,1.0,1,0,0.0,40104,1,6,0,1,82306.578125,57176.75,6,3,13717.763020833334,4
15531,125,11,6,2.0,18.0,276.81689453125,6.0,0,0,1.0,1.0,1.0,1,0,0.0,40104,1,6,0,1,82306.578125,57176.75,6,3,13717.763020833334,4
15532,14,11,1,2.0,52.0,258.768676757813,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40102,1,6,0,1,18786.806640625,14243.03515625,2,3,9393.4033203125,4
15532,14,11,2,1.0,26.0,258.768676757813,7.0,0,0,1.0,1.0,1.0,0,0,1.0,40102,1,6,0,1,18786.806640625,14243.03515625,2,3,9393.4033203125,4
15532,23,11,1,1.0,70.0,258.768676757813,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,1,1,27716.640625,20663.787109375,2,3,13858.3203125,4
15532,23,11,2,2.0,67.0,258.768676757813,3.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,1,1,27716.640625,20663.787109375,2,3,13858.3203125,4
15532,34,11,1,1.0,54.0,258.768676757813,8.0,1,1,1.0,0.0,1.0,1,0,1.0,40102,1,6,1,1,85205.5234375,56557.0859375,4,3,21301.380859375,4
15532,34,11,2,2.0,40.0,258.768676757813,8.0,0,1,1.0,0.0,1.0,1,0,1.0,40102,1,6,1,1,85205.5234375,56557.0859375,4,3,21301.380859375,4
15532,34,11,3,2.0,11.0,258.768676757813,3.0,0,0,,,,0,0,,40102,1,6,1,1,85205.5234375,56557.0859375,4,3,21301.380859375,4
15532,34,11,4,1.0,4.0,258.768676757813,1.0,0,0,,,,0,0,,40102,1,6,1,1,85205.5234375,56557.0859375,4,3,21301.380859375,4
15532,45,11,1,2.0,47.0,258.768676757813,5.0,1,0,1.0,0.0,1.0,1,0,1.0,40102,1,6,1,1,26603.908203125,33159.72265625,6,3,4433.984700520833,4
15532,45,11,2,1.0,61.0,258.768676757813,3.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,1,1,26603.908203125,33159.72265625,6,3,4433.984700520833,4
15532,45,11,3,1.0,20.0,258.768676757813,9.0,0,1,1.0,0.0,1.0,1,0,0.0,40102,1,6,1,1,26603.908203125,33159.72265625,6,3,4433.984700520833,4
15532,45,11,4,2.0,25.0,258.768676757813,6.0,0,0,1.0,0.0,1.0,1,0,1.0,40102,1,6,1,1,26603.908203125,33159.72265625,6,3,4433.984700520833,4
15532,45,11,5,1.0,6.0,258.768676757813,2.0,0,0,,,,0,0,,40102,1,6,1,1,26603.908203125,33159.72265625,6,3,4433.984700520833,4
15532,45,11,6,1.0,2.0,258.768676757813,,0,0,,,,0,0,,40102,1,6,1,1,26603.908203125,33159.72265625,6,3,4433.984700520833,4
15532,64,11,1,1.0,57.0,258.768676757813,7.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,1,0,185.874389648438,6772.78759765625,1,3,185.874389648438,4
15532,82,11,1,1.0,49.0,258.768676757813,6.0,1,0,1.0,0.0,1.0,1,0,1.0,40102,1,6,1,1,44303.34375,33259.4765625,2,3,22151.671875,4
15532,82,11,2,1.0,15.0,258.768676757813,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40102,1,6,1,1,44303.34375,33259.4765625,2,3,22151.671875,4
15532,82,11,3,2.0,12.0,258.768676757813,,0,0,,,,0,0,,40102,1,6,1,1,44303.34375,33259.4765625,2,3,22151.671875,4
15533,68,11,1,1.0,31.0,1163.73266601563,10.0,0,0,1.0,1.0,1.0,0,0,1.0,40107,1,6,0,1,60577.95703125,29260.306640625,2,3,30288.978515625,4
15533,68,11,2,1.0,30.0,1163.73266601563,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40107,1,6,0,1,60577.95703125,29260.306640625,2,3,30288.978515625,4
15533,86,12,1,1.0,64.0,1163.73266601563,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40107,1,6,0,1,17219.541015625,16762.4296875,3,3,5739.847005208333,4
15533,86,12,2,2.0,64.0,1163.73266601563,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40107,1,6,0,1,17219.541015625,16762.4296875,3,3,5739.847005208333,4
15533,86,12,3,2.0,34.0,1163.73266601563,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40107,1,6,0,1,17219.541015625,16762.4296875,3,3,5739.847005208333,4
15533,86,22,1,1.0,39.0,1163.73266601563,7.0,0,0,1.0,0.0,1.0,1,0,1.0,40107,1,6,1,1,52006.12109375,53668.4140625,5,3,10401.22421875,4
15533,86,22,2,2.0,37.0,1163.73266601563,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40107,1,6,1,1,52006.12109375,53668.4140625,5,3,10401.22421875,4
15533,86,22,3,1.0,13.0,1163.73266601563,5.0,0,0,,,,0,0,,40107,1,6,1,1,52006.12109375,53668.4140625,5,3,10401.22421875,4
15533,86,22,4,1.0,10.0,1163.73266601563,3.0,0,0,,,,0,0,,40107,1,6,1,1,52006.12109375,53668.4140625,5,3,10401.22421875,4
15533,86,22,5,2.0,0.0,1163.73266601563,,0,0,,,,0,0,,40107,1,6,1,1,52006.12109375,53668.4140625,5,3,10401.22421875,4
15533,121,11,1,1.0,27.0,1163.73266601563,9.0,1,1,1.0,0.0,1.0,1,0,1.0,40107,1,6,0,0,23227.302734375,13630.2001953125,1,3,23227.302734375,4
15533,138,11,1,1.0,39.0,1163.73266601563,6.0,0,0,1.0,0.0,1.0,1,0,1.0,40107,1,6,1,1,27047.46875,35690.73828125,3,3,9015.822916666666,4
15533,138,11,2,2.0,34.0,1163.73266601563,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40107,1,6,1,1,27047.46875,35690.73828125,3,3,9015.822916666666,4
15533,138,11,3,1.0,11.0,1163.73266601563,3.0,0,0,,,,0,0,,40107,1,6,1,1,27047.46875,35690.73828125,3,3,9015.822916666666,4
15533,155,11,1,1.0,45.0,1163.73266601563,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40107,1,6,0,1,35184.4140625,38544.01171875,4,3,8796.103515625,4
15533,155,11,2,2.0,34.0,1163.73266601563,5.0,0,0,1.0,1.0,1.0,0,0,0.0,40107,1,6,0,1,35184.4140625,38544.01171875,4,3,8796.103515625,4
15533,155,11,3,1.0,13.0,1163.73266601563,5.0,0,0,,,,0,0,,40107,1,6,0,1,35184.4140625,38544.01171875,4,3,8796.103515625,4
15533,155,11,4,2.0,10.0,1163.73266601563,3.0,0,0,,,,0,0,,40107,1,6,0,1,35184.4140625,38544.01171875,4,3,8796.103515625,4
15534,19,11,1,1.0,30.0,295.487091064453,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,40666.01953125,39727.375,5,3,8133.20390625,4
15534,19,11,2,2.0,33.0,295.487091064453,6.0,0,1,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,40666.01953125,39727.375,5,3,8133.20390625,4
15534,19,11,3,2.0,12.0,295.487091064453,4.0,0,0,,,,0,0,,40104,1,6,1,1,40666.01953125,39727.375,5,3,8133.20390625,4
15534,19,11,4,2.0,11.0,295.487091064453,3.0,0,0,,,,0,0,,40104,1,6,1,1,40666.01953125,39727.375,5,3,8133.20390625,4
15534,19,11,5,1.0,1.0,295.487091064453,,0,0,,,,0,0,,40104,1,6,1,1,40666.01953125,39727.375,5,3,8133.20390625,4
15534,40,11,1,1.0,35.0,295.487091064453,6.0,0,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,32686.087890625,23235.822265625,5,2,6537.217578125,4
15534,40,11,2,2.0,34.0,295.487091064453,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,0,1,32686.087890625,23235.822265625,5,2,6537.217578125,4
15534,40,11,3,1.0,12.0,295.487091064453,3.0,0,0,,,,0,0,,40104,1,6,0,1,32686.087890625,23235.822265625,5,2,6537.217578125,4
15534,40,11,4,2.0,8.0,295.487091064453,3.0,0,0,,,,0,0,,40104,1,6,0,1,32686.087890625,23235.822265625,5,2,6537.217578125,4
15534,40,11,5,2.0,3.0,295.487091064453,1.0,0,0,,,,0,0,,40104,1,6,0,1,32686.087890625,23235.822265625,5,2,6537.217578125,4
15534,82,11,1,1.0,50.0,295.487091064453,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,34471.828125,33231.44921875,4,3,8617.95703125,4
15534,82,11,2,2.0,49.0,295.487091064453,3.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,1,1,34471.828125,33231.44921875,4,3,8617.95703125,4
15534,82,11,3,1.0,24.0,295.487091064453,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,34471.828125,33231.44921875,4,3,8617.95703125,4
15534,82,11,4,2.0,19.0,295.487091064453,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,34471.828125,33231.44921875,4,3,8617.95703125,4
15534,165,11,1,2.0,37.0,295.487091064453,4.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,22871.673828125,31554.626953125,3,3,7623.891276041667,4
15534,165,11,2,2.0,18.0,295.487091064453,6.0,0,1,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,22871.673828125,31554.626953125,3,3,7623.891276041667,4
15534,165,11,3,1.0,15.0,295.487091064453,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40104,1,6,1,1,22871.673828125,31554.626953125,3,3,7623.891276041667,4
15534,185,11,1,2.0,73.0,295.487091064453,1.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,0,1,12775.892578125,10632.5322265625,2,3,6387.9462890625,4
15534,185,11,2,1.0,73.0,295.487091064453,3.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,0,1,12775.892578125,10632.5322265625,2,3,6387.9462890625,4
15535,2,11,1,1.0,67.0,282.546539306641,6.0,1,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,29562.990234375,37293.453125,1,3,29562.990234375,4
15535,20,11,1,1.0,33.0,282.546539306641,6.0,1,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,24256.5703125,26046.947265625,3,3,8085.5234375,4
15535,20,11,2,2.0,32.0,282.546539306641,6.0,1,0,1.0,1.0,1.0,1,0,0.0,40104,1,6,0,1,24256.5703125,26046.947265625,3,3,8085.5234375,4
15535,20,11,3,2.0,12.0,282.546539306641,4.0,0,0,,,,0,0,,40104,1,6,0,1,24256.5703125,26046.947265625,3,3,8085.5234375,4
15535,39,11,1,2.0,28.0,282.546539306641,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,27918.71484375,27435.9921875,3,3,9306.23828125,4
15535,39,11,2,1.0,3.0,282.546539306641,1.0,0,0,,,,0,0,,40104,1,6,0,1,27918.71484375,27435.9921875,3,3,9306.23828125,4
15535,39,11,3,1.0,14.0,282.546539306641,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40104,1,6,0,1,27918.71484375,27435.9921875,3,3,9306.23828125,4
15535,53,11,1,1.0,36.0,282.546539306641,5.0,0,1,1.0,1.0,1.0,1,0,1.0,40104,1,6,0,1,20043.064453125,11232.9423828125,3,2,6681.021484375,4
15535,53,11,2,2.0,27.0,282.546539306641,6.0,0,1,1.0,1.0,1.0,1,0,0.0,40104,1,6,0,1,20043.064453125,11232.9423828125,3,2,6681.021484375,4
15535,53,11,3,2.0,2.0,282.546539306641,,0,0,,,,0,0,,40104,1,6,0,1,20043.064453125,11232.9423828125,3,2,6681.021484375,4
15535,69,11,1,2.0,43.0,282.546539306641,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40104,1,6,0,1,18977.05078125,16268.728515625,4,2,4744.2626953125,4
15535,69,11,2,1.0,46.0,282.546539306641,3.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,0,1,18977.05078125,16268.728515625,4,2,4744.2626953125,4
15535,69,11,3,1.0,15.0,282.546539306641,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40104,1,6,0,1,18977.05078125,16268.728515625,4,2,4744.2626953125,4
15535,69,11,4,2.0,4.0,282.546539306641,2.0,0,0,,,,0,0,,40104,1,6,0,1,18977.05078125,16268.728515625,4,2,4744.2626953125,4
15535,126,11,1,2.0,53.0,282.546539306641,6.0,1,1,1.0,1.0,1.0,1,1,1.0,40104,1,6,0,1,57387.0625,37610.0234375,7,3,8198.151785714286,4
15535,126,11,2,2.0,19.0,282.546539306641,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,57387.0625,37610.0234375,7,3,8198.151785714286,4
15535,126,11,3,2.0,16.0,282.546539306641,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40104,1,6,0,1,57387.0625,37610.0234375,7,3,8198.151785714286,4
15535,126,11,4,2.0,29.0,282.546539306641,6.0,0,1,1.0,1.0,1.0,1,0,0.0,40104,1,6,0,1,57387.0625,37610.0234375,7,3,8198.151785714286,4
15535,126,11,5,1.0,36.0,282.546539306641,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,57387.0625,37610.0234375,7,3,8198.151785714286,4
15535,126,11,6,1.0,6.0,282.546539306641,2.0,0,0,,,,0,0,,40104,1,6,0,1,57387.0625,37610.0234375,7,3,8198.151785714286,4
15535,126,11,7,1.0,4.0,282.546539306641,2.0,0,0,,,,0,0,,40104,1,6,0,1,57387.0625,37610.0234375,7,3,8198.151785714286,4
15535,126,11,8,2.0,22.0,282.546539306641,9.0,1,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,57387.0625,37610.0234375,7,3,8198.151785714286,4
15536,2,11,1,1.0,55.0,279.302886962891,6.0,1,0,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,121130.421875,71886.984375,6,3,20188.40364583333,4
15536,2,11,2,2.0,61.0,279.302886962891,6.0,1,1,0.0,0.0,1.0,1,1,1.0,40104,1,6,1,1,121130.421875,71886.984375,6,3,20188.40364583333,4
15536,2,11,3,1.0,23.0,279.302886962891,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,121130.421875,71886.984375,6,3,20188.40364583333,4
15536,2,11,4,1.0,23.0,279.302886962891,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,1,1,121130.421875,71886.984375,6,3,20188.40364583333,4
15536,2,11,5,2.0,19.0,279.302886962891,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,121130.421875,71886.984375,6,3,20188.40364583333,4
15536,2,11,6,1.0,86.0,279.302886962891,4.0,0,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,121130.421875,71886.984375,6,3,20188.40364583333,4
15536,18,11,1,1.0,67.0,279.302886962891,8.0,0,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,0,45411.0,65323.09765625,3,3,15137.0,4
15536,18,11,2,2.0,66.0,279.302886962891,8.0,0,0,1.0,1.0,1.0,0,0,0.0,40104,1,6,1,0,45411.0,65323.09765625,3,3,15137.0,4
15536,18,11,3,1.0,15.0,279.302886962891,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40104,1,6,1,0,45411.0,65323.09765625,3,3,15137.0,4
15536,51,11,1,1.0,69.0,279.302886962891,7.0,0,0,1.0,0.0,1.0,1,0,0.0,40104,1,6,0,1,13957.806640625,12819.662109375,1,3,13957.806640625,4
15536,67,11,1,1.0,56.0,279.302886962891,10.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,1,1,40577.93359375,38104.0234375,4,3,10144.4833984375,4
15536,67,11,2,2.0,46.0,279.302886962891,8.0,0,0,1.0,1.0,1.0,0,0,0.0,40104,1,6,1,1,40577.93359375,38104.0234375,4,3,10144.4833984375,4
15536,67,11,3,2.0,21.0,279.302886962891,9.0,0,1,1.0,1.0,1.0,1,0,0.0,40104,1,6,1,1,40577.93359375,38104.0234375,4,3,10144.4833984375,4
15536,67,11,4,2.0,16.0,279.302886962891,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40104,1,6,1,1,40577.93359375,38104.0234375,4,3,10144.4833984375,4
15536,83,11,1,1.0,47.0,279.302886962891,7.0,1,0,0.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,46453.0,21468.6328125,1,3,46453.0,4
15536,100,11,1,1.0,76.0,279.302886962891,9.0,0,0,1.0,1.0,1.0,0,0,0.0,40104,1,6,0,1,25051.4140625,19574.853515625,1,3,25051.4140625,4
15536,131,11,1,2.0,52.0,279.302886962891,8.0,1,1,0.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,159565.8125,92124.78125,3,3,53188.60416666666,4
15536,131,11,2,1.0,28.0,279.302886962891,10.0,1,1,0.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,159565.8125,92124.78125,3,3,53188.60416666666,4
15536,131,11,3,2.0,25.0,279.302886962891,9.0,0,1,1.0,0.0,1.0,1,1,1.0,40104,1,6,1,1,159565.8125,92124.78125,3,3,53188.60416666666,4
15537,7,11,1,1.0,53.0,185.325653076172,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40126,1,6,0,1,17017.546875,15856.5048828125,1,3,17017.546875,4
15537,22,11,1,1.0,58.0,185.325653076172,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,1,116212.953125,133358.875,4,3,29053.23828125,4
15537,22,11,2,2.0,51.0,185.325653076172,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,1,116212.953125,133358.875,4,3,29053.23828125,4
15537,22,11,3,1.0,28.0,185.325653076172,10.0,0,0,1.0,0.0,1.0,1,0,0.0,40126,1,6,1,1,116212.953125,133358.875,4,3,29053.23828125,4
15537,22,11,4,1.0,28.0,185.325653076172,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,1,116212.953125,133358.875,4,3,29053.23828125,4
15537,34,11,1,2.0,60.0,185.325653076172,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,1,91431.6640625,106742.578125,3,3,30477.221354166668,4
15537,34,11,2,1.0,26.0,185.325653076172,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,1,91431.6640625,106742.578125,3,3,30477.221354166668,4
15537,34,11,3,2.0,21.0,185.325653076172,9.0,0,1,1.0,0.0,1.0,1,0,0.0,40126,1,6,1,1,91431.6640625,106742.578125,3,3,30477.221354166668,4
15537,34,11,4,2.0,88.0,185.325653076172,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40126,1,6,1,1,91431.6640625,106742.578125,3,3,30477.221354166668,4
15537,49,11,1,1.0,79.0,185.325653076172,11.0,0,0,1.0,0.0,1.0,1,1,1.0,40126,1,6,1,1,161171.0,81305.5234375,2,3,80585.5,4
15537,49,11,2,2.0,75.0,185.325653076172,10.0,0,0,1.0,0.0,1.0,1,0,0.0,40126,1,6,1,1,161171.0,81305.5234375,2,3,80585.5,4
15537,49,11,3,2.0,51.0,185.325653076172,4.0,0,0,1.0,1.0,1.0,0,0,1.0,40126,1,6,1,1,161171.0,81305.5234375,2,3,80585.5,4
15537,61,11,1,2.0,89.0,185.325653076172,10.0,0,0,1.0,0.0,1.0,1,0,0.0,40126,1,6,1,1,20999.947265625,31714.279296875,2,3,10499.9736328125,4
15537,61,11,2,2.0,76.0,185.325653076172,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40126,1,6,1,1,20999.947265625,31714.279296875,2,3,10499.9736328125,4
15537,91,11,1,1.0,60.0,185.325653076172,11.0,0,0,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,1,125615.6875,62168.4296875,3,3,41871.895833333336,4
15537,91,11,2,2.0,55.0,185.325653076172,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,1,125615.6875,62168.4296875,3,3,41871.895833333336,4
15537,91,11,3,1.0,31.0,185.325653076172,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,1,125615.6875,62168.4296875,3,3,41871.895833333336,4
15537,91,11,4,1.0,21.0,185.325653076172,9.0,0,1,1.0,0.0,1.0,1,0,0.0,40126,1,6,1,1,125615.6875,62168.4296875,3,3,41871.895833333336,4
15537,111,11,1,1.0,46.0,185.325653076172,11.0,0,0,1.0,0.0,1.0,1,0,0.0,40126,1,6,1,0,36148.640625,50747.6484375,2,3,18074.3203125,4
15537,111,11,2,2.0,42.0,185.325653076172,10.0,0,1,1.0,0.0,1.0,1,0,0.0,40126,1,6,1,0,36148.640625,50747.6484375,2,3,18074.3203125,4
15537,119,11,1,1.0,61.0,185.325653076172,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,0,78319.5,40412.65625,2,3,39159.75,4
15537,119,11,2,2.0,42.0,185.325653076172,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40126,1,6,1,0,78319.5,40412.65625,2,3,39159.75,4
15538,13,11,1,1.0,45.0,248.549072265625,8.0,0,1,1.0,0.0,1.0,1,0,1.0,40109,1,6,1,1,60979.59375,40348.90625,4,3,15244.8984375,4
15538,13,11,2,2.0,41.0,248.549072265625,10.0,0,0,1.0,1.0,1.0,0,0,1.0,40109,1,6,1,1,60979.59375,40348.90625,4,3,15244.8984375,4
15538,13,11,3,1.0,16.0,248.549072265625,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40109,1,6,1,1,60979.59375,40348.90625,4,3,15244.8984375,4
15538,13,11,4,1.0,15.0,248.549072265625,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40109,1,6,1,1,60979.59375,40348.90625,4,3,15244.8984375,4
15538,48,11,1,2.0,44.0,248.549072265625,7.0,0,0,1.0,1.0,1.0,0,0,1.0,40109,1,6,1,1,38599.09375,63904.21484375,4,3,9649.7734375,4
15538,48,11,2,2.0,22.0,248.549072265625,9.0,1,1,1.0,0.0,1.0,1,0,0.0,40109,1,6,1,1,38599.09375,63904.21484375,4,3,9649.7734375,4
15538,48,11,3,2.0,17.0,248.549072265625,6.0,0,0,0.0,0.0,0.0,0,0,0.0,40109,1,6,1,1,38599.09375,63904.21484375,4,3,9649.7734375,4
15538,48,11,4,1.0,44.0,248.549072265625,9.0,0,0,1.0,1.0,1.0,0,0,1.0,40109,1,6,1,1,38599.09375,63904.21484375,4,3,9649.7734375,4
